,Brand,Model,Color,Processor,RAM,Battery,Camera,Display,Warranty,originalPrice,discountPercent,discountedPrice,rating,reviews
414,realme,"GT Master Edition (Daybreak Blue, 128 GB)",Magnet Black,MediaTek Dimensity 1200 Processor,6 GB RAM | 128 GB ROM,4300 mAh Lithium Battery,12MP Rear Camera | 7MP Front Camera,4.5 cm (1.77 inch) Quarter QVGA Display,Brand Warranty of 1 Year,"₹8,249",3% off,"₹7,990",4.1,807 Ratings & 56 Reviews
415,KARBONN,KX3,Energy Blue,MediaTek Dimensity 1200 Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,800 mAh Battery,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,Brand Warranty of 2 Years Available for Mobile and 6 Months for Accessories,"₹12,990",NaN,"₹12,949",4.2,496 Ratings & 43 Reviews
416,NaN,NaN,NaN,Unisoc 9863A Octa Core Processor,32 MB RAM | 32 MB ROM,5000 mAh Battery,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.94 cm (6.67 inch) Full HD+ AMOLED Display,1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,NaN,NaN,"₹1,085",4.1,"24,665 Ratings & 2,001 Reviews"
417,Tecno,"Spark 6 Go (Aqua Blue, 64 GB)",Aqua Blue,Mediatek Helio G35 (MT6765) Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,1750 mAh Battery,0.08MP Rear Camera,16.51 cm (6.5 inch) HD+ Display,12 Month Manufacturer Warranty,"₹8,499",17% off,"₹6,999",4.3,4 Ratings & 1 Reviews
418,Redmi,"9A Sport (Coral Green, 32 GB)",Fluid Black,MediaTek Helio P35 (MT6765) Processor,64 MB RAM | 32 KB ROM,4500 mAh Li-Polymer Battery,0.8MP Rear Camera,16.51 cm (6.5 inch) HD+ Display,1 Year Warranty Provided by the Manufacturer From Date of Purchase,"₹20,807",15% off,"₹17,680",4.3,"1,032 Ratings & 74 Reviews"
419,APPLE,"iPhone SE (Red, 128 GB)",NaN,MediaTek Helio A25 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,5000 mAh Lithium-ion Polymer Battery,0.3MP Rear Camera,15.49 cm (6.1 inch) Super Retina XDR Display,1 Year Manufacturer Warranty for Device,NaN,NaN,"₹1,647",4.1,"2,564 Ratings & 284 Reviews"
420,REDMI,"NOTE 10 LITE (Glacier White, 64 GB)",NaN,MediaTek Helio G95 Processor,512 MB RAM | 32 MB ROM,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,0.3MP Rear Camera,16.76 cm (6.6 inch) Display,1 Year Brand Warranty,NaN,NaN,"₹1,990",4,"6,601 Ratings & 519 Reviews"
421,Kechaoda,K33,Mirror Black,MediaTek Helio G95 Processor,64 GB RAM | 4 GB ROM | Expandable Upto 256 GB,550 mAh Battery,108MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera,16.66 cm (6.56 inch) Full HD+ Display,"One Time Screen Replacement within 100 Days, 1 Year Warranty on Mobile and 6 Months on Accessories.","₹22,990",17% off,"₹18,990",3.8,10 Ratings & 1 Reviews
422,NaN,NaN,NaN,Qualcomm Snapdragon 778G Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1020 mAh Lithium-ion Battery,108MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera,4.57 cm (1.8 inch) NA Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,NaN,NaN,"₹1,199",3.9,126 Ratings & 8 Reviews
423,realme,"GT Master Edition (Cosmos Black, 128 GB)",Black,MediaTek Helio P95 (MT6779V) Processor,8 GB RAM | 128 GB ROM,5000 mAh Battery,12MP + 12MP | 12MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,1 Year Manufacturer Warranty for Device,"₹10,499",23% off,"₹7,999",4.1,311 Ratings & 30 Reviews
424,KARBONN,KX 29,NaN,Qualcomm Snapdragon 662 Processor,32 MB RAM | 32 MB ROM,1750 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Quarter QVGA Display,"One Year Warranty for Handset, 6 Months for Accessories",NaN,NaN,₹998,4,"10,541 Ratings & 882 Reviews"
425,NaN,NaN,Starry Black,MediaTek Helio G85 Processor,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,1700 mAh Battery,1.3MP Rear Camera,15.49 cm (6.1 inch) Super Retina XDR Display,1 year Warranty,"₹18,990",18% off,"₹15,490",4.3,79 Ratings & 14 Reviews
426,Nokia,"G20 (Dark Blue, 64 GB)",NaN,MediaTek Dimensity 800U Processor,12 GB RAM | 256 GB ROM,6000 mAh Battery,0.8MP Rear Camera,15.49 cm (6.1 inch) Super Retina XDR Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,NaN,NaN,"₹1,598",4,855 Ratings & 75 Reviews
427,realme,"GT Master Edition (Voyager Grey, 256 GB)",Frosted Onyx,A13 Bionic Chip with 3rd Gen Neural Engine Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,7000 mAh Battery,0.3MP Rear Camera,16.94 cm (6.67 inch) Full HD+ AMOLED Display,3 Month Warranty,"₹34,999",20% off,"₹27,999",4.1,"4,085 Ratings & 675 Reviews"
428,Nokia,"C01 Plus (Blue, 16 GB)",NaN,,32 MB RAM | 32 MB ROM,850 mAh Battery,48MP + 2MP + 2MP | 48MP Front Camera,16.54 cm (6.51 inch) HD+ Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,NaN,NaN,"₹1,190",4,"12,173 Ratings & 846 Reviews"
429,vivo,"Y73 (Diamond Flare, 128 GB)",NaN,,32 MB RAM | 32 MB ROM,5000 mAh Li-Polymer Battery,12MP + 12MP | 12MP Front Camera,1.68 cm (0.66 inch) Display,12+1 Months Warranty for Device and 6 Months for Accessories,NaN,NaN,"₹1,301",4.1,"2,151 Ratings & 207 Reviews"
430,Itel,IT2163,Stardust Black,,8 GB RAM | 128 GB ROM,5000 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"₹45,990",4% off,"₹43,990",4.1,413 Ratings & 59 Reviews
431,NaN,NaN,Black,,32 MB RAM | 32 MB ROM,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,0.3MP Rear Camera,16.94 cm (6.67 inch) Full HD+ Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,"₹17,999",13% off,"₹15,499",4.1,580 Ratings & 36 Reviews
432,DIZO,Star 500,NaN,,0 MB ROM,3000 mAh Lithium-ion Battery,1.3MP Rear Camera,90Hz Refresh Rate AMOLED Display,12 Months Warranty,NaN,NaN,₹998,4,"22,777 Ratings & 1,837 Reviews"
433,NaN,NaN,NaN,,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1450 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,NaN,NaN,"₹1,199",3.9,"2,081 Ratings & 258 Reviews"
434,SAMSUNG,"Galaxy A12 (White, 64 GB)",Sunshine Gold,,32 MB RAM | 32 MB ROM,5000 mAh Lithium Battery,1.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹41,990",7% off,"₹38,990",4.3,"1,046 Ratings & 123 Reviews"
435,realme,"8 Pro (Infinite Black, 128 GB)",NaN,,128 GB ROM,2502 mAh Battery,12MP + 12MP | 12MP Front Camera,16.56 cm (6.52 inch) HD+ Display,1 Year Manufacturer Warranty,NaN,NaN,"₹1,189",3.3,12 Ratings & 1 Reviews
436,vivo,"Y33s (Mirror Black, 128 GB)",NaN,,32 MB RAM | 32 MB ROM,5000 mAh Li-ion Battery,0.3MP Rear Camera,17.65 cm (6.95 inch) Full HD+ Display,12 Month Manufacturer Warranty,NaN,NaN,"₹1,899",4.6,8 Ratings & 1 Reviews
437,Itel,Muzik 400,Iris Purple,,128 GB ROM,850 mAh Battery,64MP + 8MP + 2MP | 16MP Front Camera,3.66 cm (1.44 inch) QVGA Display,Brand Warranty of 1 Year,"₹15,190",2% off,"₹14,848",4.4,8 Ratings & 4 Reviews
438,NaN,NaN,NaN,,32 MB RAM | 32 MB ROM,5000 mAh Lithium-ion Polymer Battery,0.3MP Rear Camera,16.55 cm (6.517 inch) HD+ Display,1 Year Manufacturer Warranty,"₹1,279",3% off,"₹1,229",3.7,158 Ratings & 6 Reviews
439,Xiaomi,"11i Hypercharge 5G (Purple Mist, 128 GB)",Blue,,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.48 cm (6.49 inch) Display,,"₹79,900",6% off,"₹74,900",4.7,"1,937 Ratings & 207 Reviews"
440,vivo,"Y12s (Glacier Blue, 32 GB)",NaN,,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,2500 mAh Lithium-ion Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,6.1 cm (2.4 inch) Display,,NaN,NaN,"₹1,500",4,"22,777 Ratings & 1,837 Reviews"
441,Maplin,"Map3 Max (Ice White, 128 GB)",White,,8 GB RAM | 128 GB ROM,4000 mAh Battery,48MP Rear Camera,7.11 cm (2.8 inch) Display,,"₹64,900",15% off,"₹54,999",4.5,"84,425 Ratings & 6,768 Reviews"
442,Itel,Power 410,NaN,,512 MB RAM | 32 MB ROM,300 mAh Battery,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.71 cm (6.58 inch) Full HD+ Display,,NaN,NaN,"₹1,990",4,"6,601 Ratings & 519 Reviews"
443,NaN,NaN,Black,,128 GB ROM,1700 mAh Battery,50MP Rear Camera,4.57 cm (1.8 inch) QVGA Display,,"₹17,999",13% off,"₹15,499",4.1,580 Ratings & 36 Reviews
444,LAVA,A1 2021,NaN,,128 GB ROM,4300 mAh Lithium Battery,0.3MP Rear Camera,16.51 cm (6.5 inch) HD+ Display,,NaN,NaN,"₹1,598",4,855 Ratings & 75 Reviews
445,NaN,NaN,Frosted Onyx,,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,5000 mAh Battery,8MP Rear Camera | 5MP Front Camera,4.5 cm (1.77 inch) QVGA Display,,"₹34,999",20% off,"₹27,999",4.1,"4,085 Ratings & 675 Reviews"
446,MOTOROLA,"g31 (Baby Blue, 128 GB)",NaN,,32 MB RAM | 32 MB ROM,400 mAh Battery,64MP + 8MP + 5MP | 20MP Front Camera,16.54 cm (6.51 inch) HD+ Display,,NaN,NaN,₹998,4,"10,541 Ratings & 882 Reviews"
447,I,Kall K 19 Car,White,,32 MB RAM | 32 MB ROM,2500 mAh Battery,48MP + 2MP + 2MP + 2MP | 8MP Front Camera,6.1 cm (2.4 inch) Display,,"₹44,900",26% off,"₹32,999",4.5,"1,41,420 Ratings & 11,248 Reviews"
448,NaN,NaN,White,,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4300 mAh Lithium Battery,1.3MP Rear Camera,17.02 cm (6.7 inch) Full HD+ Display,,"₹52,900",24% off,"₹39,999",4.6,"99,073 Ratings & 8,476 Reviews"
449,Nokia,105 DS 2020,NaN,,32 MB RAM | 32 MB ROM,700 mAh Battery,48MP + 2MP + 2MP | 16MP Front Camera,144Hz Refresh Rate AMOLED Display,,"₹1,349",4% off,"₹1,294",4.1,"2,151 Ratings & 207 Reviews"
450,NaN,NaN,NaN,,32 MB RAM | 32 MB ROM,800 mAh Battery,0.3MP Rear Camera,1.68 cm (0.66 inch) NA Display,,NaN,NaN,"₹1,190",4,"12,173 Ratings & 846 Reviews"
451,I,"Kall K55 Keypad Mobile (2.4 Inch, Dual Sim)",NaN,,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,5000 mAh Battery,48MP + 2MP + 2MP | 16MP Front Camera,6.1 cm (2.4 inch) QVGA Display,,NaN,NaN,"₹1,145",3.9,899 Ratings & 49 Reviews
452,KARBONN,KX5,Power Blue,,24 MB RAM | 24 MB ROM | Expandable Upto 32 GB,2500 mAh Battery,64MP + 12MP + 5MP | 32MP Front Camera,16.66 cm (6.56 inch) Full HD+ Display,,NaN,NaN,"₹11,999",4.3,"4,686 Ratings & 311 Reviews"
453,NaN,NaN,NaN,,8 GB RAM | 128 GB ROM,750 mAh Battery,0.3MP Rear Camera,16.51 cm (6.5 inch) HD+ Display,,NaN,NaN,"₹1,189",3.3,12 Ratings & 1 Reviews
454,realme,"GT Master Edition (Daybreak Blue, 128 GB)",NaN,,12 GB RAM | 256 GB ROM,1450 mAh Battery,48MP + 8MP + 2MP + 2MP | 8MP Front Camera,4.5 cm (1.77 inch) QVGA Display,,NaN,NaN,"₹1,299",4,66 Ratings & 13 Reviews
455,REDMI,"Note 11T 5G (Aquamarine Blue, 128 GB)",NaN,,128 GB ROM,5000 mAh Battery,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,7.11 cm (2.8 inch) Display,,"₹1,590",15% off,"₹1,349",4.1,"10,349 Ratings & 1,007 Reviews"
456,KARBONN,KX23,NaN,,32 MB RAM | 32 MB ROM,2500 mAh Lithium-ion Battery,48MP + 2MP + 2MP | 8MP Front Camera,16.66 cm (6.56 inch) Full HD+ Display,,NaN,NaN,"₹1,249",4.2,"1,05,639 Ratings & 11,360 Reviews"
457,NaN,NaN,Sunshine Gold,,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4000 mAh Battery,5MP Rear Camera | 2MP Front Camera,3.66 cm (1.44 inch) Display,,"₹41,990",7% off,"₹38,990",4.3,"1,046 Ratings & 123 Reviews"
458,realme,"GT Master Edition (Cosmos Black, 128 GB)",Stardust Black,,32 MB RAM | 32 MB ROM,850 mAh Battery,1.3MP Rear Camera,3.81 cm (1.5 inch) Display,,"₹45,990",4% off,"₹43,990",4.1,413 Ratings & 59 Reviews
459,SAMSUNG,"Galaxy A22 5G (Violet, 128 GB)",Blue,,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,1700 mAh Battery,13MP + 2MP | 5MP Front Camera,17.27 cm (6.8 inch) Full HD+ Display,,"₹79,900",6% off,"₹74,900",4.7,"1,937 Ratings & 207 Reviews"
460,realme,"GT Master Edition (Daybreak Blue, 128 GB)",NaN,,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,300 mAh Battery,48MP Rear Camera,6.1 cm (2.4 inch) Display,,"₹1,279",3% off,"₹1,229",3.7,158 Ratings & 6 Reviews
461,REDMI,"Note 10 Pro (Glacial Blue, 128 GB)",NaN,,128 GB ROM,800 mAh Battery,16MP Rear Camera | 8MP Front Camera,15.49 cm (6.1 inch) Super Retina XDR Display,,"₹1,150",NaN,"₹1,145",3.9,"10,349 Ratings & 864 Reviews"
462,Nokia,5310ds,NaN,,32 MB RAM | 32 MB ROM,6000 mAh Lithium-ion Battery,0.8MP Rear Camera,3.66 cm (1.44 inch) Display,,NaN,NaN,"₹1,299",4,66 Ratings & 13 Reviews
463,NaN,NaN,NaN,,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,700 mAh Battery,48MP Rear Camera | 8MP Front Camera,13.72 cm (5.4 inch) Super Retina XDR Display,,"₹1,590",15% off,"₹1,349",4.1,"10,349 Ratings & 1,007 Reviews"
464,SAMSUNG,"Galaxy A22 5G (Mint, 128 GB)",Iris Purple,,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,2800 mAh Battery,0.3MP Rear Camera,All Screen OLED Display,,"₹15,190",2% off,"₹14,848",4.4,8 Ratings & 4 Reviews
465,Itel,"A23 Pro (Sapphire Blue, 8 GB)",Blue,,32 MB RAM | 32 MB ROM,1000 mAh Li-ion Battery,0.3MP Rear Camera,7.11 cm (2.8 inch) Display,,"₹79,900",6% off,"₹74,900",4.7,"1,937 Ratings & 207 Reviews"
466,Itel,"A23 Pro (Lake Blue, 8 GB)",NaN,,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,0.3MP Rear Camera,16.51 cm (6.5 inch) HD+ Display,,"₹1,279",3% off,"₹1,229",3.7,158 Ratings & 6 Reviews
